Lipid ID	Lipid name	GO ID	GO term	Taxon ID	Taxon scientific name	Evidence tag ID
SLM:000057220	Phosphatidylethanolamine (40:7)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	7241 | 10872
SLM:000057220	Phosphatidylethanolamine (40:7)	GO:0034361	very-low-density lipoprotein particle	9606	Homo sapiens	7242
SLM:000057221	Phosphatidylethanolamine (40:8)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10871
SLM:000057231	Phosphatidylethanolamine (42:1)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7584
SLM:000057236	Phosphatidylethanolamine (42:4)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7585
SLM:000057241	Phosphatidylethanolamine (42:9)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7586
SLM:000057488	Phosphatidylethanolamine (O-30:1)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7603
SLM:000057489	Phosphatidylethanolamine (O-30:2)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7587
SLM:000057498	Phosphatidylethanolamine (O-32:1)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7588
SLM:000057511	Phosphatidylethanolamine (O-34:1)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10811
SLM:000057512	Phosphatidylethanolamine (O-34:2)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7590
SLM:000057512	Phosphatidylethanolamine (O-34:2)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10810
SLM:000057513	Phosphatidylethanolamine (O-34:3)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10809
SLM:000057520	Phosphatidylethanolamine (O-35:3)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10812
SLM:000057526	Phosphatidylethanolamine (O-36:1)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10818
SLM:000057527	Phosphatidylethanolamine (O-36:2)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10817
SLM:000057528	Phosphatidylethanolamine (O-36:3)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7546
SLM:000057528	Phosphatidylethanolamine (O-36:3)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10816
SLM:000057529	Phosphatidylethanolamine (O-36:4)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10815
SLM:000057530	Phosphatidylethanolamine (O-36:5)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10814
SLM:000057531	Phosphatidylethanolamine (O-36:6)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7591
SLM:000057531	Phosphatidylethanolamine (O-36:6)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10813
SLM:000057538	Phosphatidylethanolamine (O-37:5)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10821
SLM:000057539	Phosphatidylethanolamine (O-37:6)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10820
SLM:000057540	Phosphatidylethanolamine (O-37:7)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10819
SLM:000057544	Phosphatidylethanolamine (O-38:3)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7592
SLM:000057544	Phosphatidylethanolamine (O-38:3)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10827
SLM:000057545	Phosphatidylethanolamine (O-38:4)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7593
SLM:000057545	Phosphatidylethanolamine (O-38:4)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10826
SLM:000057546	Phosphatidylethanolamine (O-38:5)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10825
SLM:000057547	Phosphatidylethanolamine (O-38:6)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7533
SLM:000057547	Phosphatidylethanolamine (O-38:6)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10824
SLM:000057548	Phosphatidylethanolamine (O-38:7)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7535
SLM:000057548	Phosphatidylethanolamine (O-38:7)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10823
SLM:000057549	Phosphatidylethanolamine (O-38:8)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10822
SLM:000057556	Phosphatidylethanolamine (O-39:6)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10828
SLM:000057561	Phosphatidylethanolamine (O-40:3)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10836
SLM:000057562	Phosphatidylethanolamine (O-40:4)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10834
SLM:000057563	Phosphatidylethanolamine (O-40:5)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10833
SLM:000057564	Phosphatidylethanolamine (O-40:6)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7594
SLM:000057564	Phosphatidylethanolamine (O-40:6)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10832
SLM:000057565	Phosphatidylethanolamine (O-40:7)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10830
SLM:000057566	Phosphatidylethanolamine (O-40:8)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10829
SLM:000057579	Phosphatidylethanolamine (O-42:4)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10842
SLM:000057582	Phosphatidylethanolamine (O-42:7)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10840
SLM:000057583	Phosphatidylethanolamine (O-42:8)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10838
SLM:000057597	Phosphatidylethanolamine (O-44:5)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10850
SLM:000057598	Phosphatidylethanolamine (O-44:6)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10848
SLM:000057599	Phosphatidylethanolamine (O-44:7)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10846
SLM:000057600	Phosphatidylethanolamine (O-44:8)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10844
SLM:000057824	Phosphatidylglycerol (34:1)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10892
SLM:000057825	Phosphatidylglycerol (34:2)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10891
SLM:000057826	Phosphatidylglycerol (34:3)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10890
SLM:000057838	Phosphatidylglycerol (36:1)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10895
SLM:000057839	Phosphatidylglycerol (36:2)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10894
SLM:000057840	Phosphatidylglycerol (36:3)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10893
SLM:000058189	Phosphatidylinositol (32:0)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10780
SLM:000058190	Phosphatidylinositol (32:1)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10779
SLM:000058204	Phosphatidylinositol (34:1)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10782
SLM:000058205	Phosphatidylinositol (34:2)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10781
SLM:000058212	Phosphatidylinositol (35:2)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10783
SLM:000058218	Phosphatidylinositol (36:1)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10798
SLM:000058219	Phosphatidylinositol (36:2)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10797
SLM:000058220	Phosphatidylinositol (36:3)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10796
SLM:000058221	Phosphatidylinositol (36:4)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10784
SLM:000058230	Phosphatidylinositol (37:4)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10785
SLM:000058235	Phosphatidylinositol (38:2)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10808
SLM:000058237	Phosphatidylinositol (38:4)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10801
SLM:000058238	Phosphatidylinositol (38:5)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10800
SLM:000058239	Phosphatidylinositol (38:6)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10799
SLM:000058256	Phosphatidylinositol (40:5)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10803
SLM:000058257	Phosphatidylinositol (40:6)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10802
SLM:000058263	Phosphatidylinositol (41:2)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10806
SLM:000058264	Phosphatidylinositol (41:3)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10805
SLM:000058266	Phosphatidylinositol (41:5)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10804
SLM:000058285	Phosphatidylinositol (43:5)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10807
SLM:000058861	Phosphatidylserine (34:0)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7595
SLM:000058893	Phosphatidylserine (38:2)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7596
SLM:000058895	Phosphatidylserine (38:4)	GO:0030496	midbody	9606	Homo sapiens	7106
SLM:000058909	Phosphatidylserine (40:1)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7597
SLM:000058911	Phosphatidylserine (40:2)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7598
SLM:000058912	Phosphatidylserine (40:3)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7599
SLM:000058913	Phosphatidylserine (40:4)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7600
SLM:000058914	Phosphatidylserine (40:5)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7601
SLM:000059761	Phosphatidate (16:0_16:1)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11296
SLM:000059765	Phosphatidate (16:0_18:1)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11298
SLM:000059814	Phosphatidate (16:1_16:1)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11295
SLM:000059818	Phosphatidate (16:1_18:1)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11297
SLM:000063445	Phosphatidylcholine (12:0_16:1)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11306
SLM:000063560	Phosphatidylcholine (14:0_16:1)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11307
SLM:000063565	Phosphatidylcholine (14:0_18:2)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7539
SLM:000063725	Phosphatidylcholine (16:0_16:1)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	8388
SLM:000063725	Phosphatidylcholine (16:0_16:1)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11309
SLM:000063729	Phosphatidylcholine (16:0_18:1)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11311
SLM:000063730	Phosphatidylcholine (16:0_18:2)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7524
SLM:000063737	Phosphatidylcholine (16:0_20:3)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	7141
SLM:000063737	Phosphatidylcholine (16:0_20:3)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7470
SLM:000063739	Phosphatidylcholine (16:0_20:5)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7506
SLM:000063747	Phosphatidylcholine (16:0_22:6)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	10392
SLM:000063782	Phosphatidylcholine (16:1_18:1)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11310
SLM:000063935	Phosphatidylcholine (18:0_18:1)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7513
SLM:000063935	Phosphatidylcholine (18:0_18:1)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11313
SLM:000063936	Phosphatidylcholine (18:0_18:2)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7531
SLM:000063943	Phosphatidylcholine (18:0_20:3)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7526
SLM:000063944	Phosphatidylcholine (18:0_20:4)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7530
SLM:000063945	Phosphatidylcholine (18:0_20:5)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7525
SLM:000063952	Phosphatidylcholine (18:0_22:5)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7482
SLM:000063985	Phosphatidylcholine (18:1_18:2)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	7142
SLM:000064041	Phosphatidylcholine (18:2_20:4)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7480
SLM:000065933	Phosphatidylcholine (O-16:0_20:4)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7471
SLM:000065942	Phosphatidylcholine (O-16:0_22:6)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	8385
SLM:000067689	Phosphatidylethanolamine (16:0_16:1)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11304
SLM:000067746	Phosphatidylethanolamine (16:1_18:1)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11305
SLM:000069954	Phosphatidylethanolamine (O-16:1_18:2)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	8405
SLM:000069962	Phosphatidylethanolamine (O-16:1_20:4)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	8403
SLM:000070287	Phosphatidylethanolamine (O-18:2_20:4)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	8404
SLM:000073457	Phosphatidylinositol (10:0_16:0)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11314
SLM:000073516	Phosphatidylinositol (12:0_16:0)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11315
SLM:000073520	Phosphatidylinositol (12:0_18:0)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11318
SLM:000073631	Phosphatidylinositol (14:0_16:0)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11319
SLM:000073632	Phosphatidylinositol (14:0_16:1)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11317
SLM:000073636	Phosphatidylinositol (14:0_18:1)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11323
SLM:000073687	Phosphatidylinositol (14:1_16:0)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11316
SLM:000073797	Phosphatidylinositol (16:0_16:1)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11322
SLM:000073800	Phosphatidylinositol (16:0_18:0)	GO:0030496	midbody	9606	Homo sapiens	13912
SLM:000073801	Phosphatidylinositol (16:0_18:1)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11327
SLM:000073853	Phosphatidylinositol (16:1_18:0)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11328
SLM:000073854	Phosphatidylinositol (16:1_18:1)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11326
SLM:000074007	Phosphatidylinositol (18:0_18:1)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11331
SLM:000074016	Phosphatidylinositol (18:0_20:4)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	7143
SLM:000077761	Phosphatidylserine (16:0_16:1)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11300
SLM:000077765	Phosphatidylserine (16:0_18:1)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11302
SLM:000077818	Phosphatidylserine (16:1_18:1)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11301
SLM:000081839	Phosphatidate (16:0/16:0)	GO:0030496	midbody	9606	Homo sapiens	13910
SLM:000088143	Phosphatidylcholine (16:0/16:0)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7528
SLM:000088209	Phosphatidylcholine (16:1/16:1)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11308
SLM:000088473	Phosphatidylcholine (18:1/18:1)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11312
SLM:000088539	Phosphatidylcholine (18:2/18:2)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7485
SLM:000094513	Phosphatidylethanolamine (16:1/16:1)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11303
SLM:000099457	Phosphatidylethanolamine (P-16:0/18:1)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7448
SLM:000099457	Phosphatidylethanolamine (P-16:0/18:1)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	7449
SLM:000099457	Phosphatidylethanolamine (P-16:0/18:1)	GO:0034361	very-low-density lipoprotein particle	9606	Homo sapiens	7450
SLM:000099458	Phosphatidylethanolamine (P-16:0/18:2)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7445
SLM:000099458	Phosphatidylethanolamine (P-16:0/18:2)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	7446
SLM:000099458	Phosphatidylethanolamine (P-16:0/18:2)	GO:0034361	very-low-density lipoprotein particle	9606	Homo sapiens	7447
SLM:000099466	Phosphatidylethanolamine (P-16:0/20:4)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7454
SLM:000099466	Phosphatidylethanolamine (P-16:0/20:4)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	7455
SLM:000099466	Phosphatidylethanolamine (P-16:0/20:4)	GO:0034361	very-low-density lipoprotein particle	9606	Homo sapiens	7456
SLM:000099467	Phosphatidylethanolamine (P-16:0/20:5)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7451
SLM:000099467	Phosphatidylethanolamine (P-16:0/20:5)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	7452
SLM:000099467	Phosphatidylethanolamine (P-16:0/20:5)	GO:0034361	very-low-density lipoprotein particle	9606	Homo sapiens	7453
SLM:000099474	Phosphatidylethanolamine (P-16:0/22:5)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7466
SLM:000099474	Phosphatidylethanolamine (P-16:0/22:5)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	7467
SLM:000099474	Phosphatidylethanolamine (P-16:0/22:5)	GO:0034361	very-low-density lipoprotein particle	9606	Homo sapiens	7468
SLM:000099475	Phosphatidylethanolamine (P-16:0/22:6)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	7463
SLM:000099475	Phosphatidylethanolamine (P-16:0/22:6)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	7464
SLM:000099475	Phosphatidylethanolamine (P-16:0/22:6)	GO:0034361	very-low-density lipoprotein particle	9606	Homo sapiens	7465
SLM:000099588	Phosphatidylethanolamine (P-18:0/18:2)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	10409
SLM:000099588	Phosphatidylethanolamine (P-18:0/18:2)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10410
SLM:000099588	Phosphatidylethanolamine (P-18:0/18:2)	GO:0034361	very-low-density lipoprotein particle	9606	Homo sapiens	10411
SLM:000099596	Phosphatidylethanolamine (P-18:0/20:4)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	10415
SLM:000099596	Phosphatidylethanolamine (P-18:0/20:4)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10416
SLM:000099596	Phosphatidylethanolamine (P-18:0/20:4)	GO:0034361	very-low-density lipoprotein particle	9606	Homo sapiens	10417
SLM:000099597	Phosphatidylethanolamine (P-18:0/20:5)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	10412
SLM:000099597	Phosphatidylethanolamine (P-18:0/20:5)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10413
SLM:000099597	Phosphatidylethanolamine (P-18:0/20:5)	GO:0034361	very-low-density lipoprotein particle	9606	Homo sapiens	10414
SLM:000099604	Phosphatidylethanolamine (P-18:0/22:5)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	10421
SLM:000099604	Phosphatidylethanolamine (P-18:0/22:5)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10422
SLM:000099604	Phosphatidylethanolamine (P-18:0/22:5)	GO:0034361	very-low-density lipoprotein particle	9606	Homo sapiens	10423
SLM:000099605	Phosphatidylethanolamine (P-18:0/22:6)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	10418
SLM:000099605	Phosphatidylethanolamine (P-18:0/22:6)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10419
SLM:000099605	Phosphatidylethanolamine (P-18:0/22:6)	GO:0034361	very-low-density lipoprotein particle	9606	Homo sapiens	10420
SLM:000099652	Phosphatidylethanolamine (P-18:1/18:1)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	10397
SLM:000099652	Phosphatidylethanolamine (P-18:1/18:1)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10398
SLM:000099652	Phosphatidylethanolamine (P-18:1/18:1)	GO:0034361	very-low-density lipoprotein particle	9606	Homo sapiens	10399
SLM:000099653	Phosphatidylethanolamine (P-18:1/18:2)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	10394
SLM:000099653	Phosphatidylethanolamine (P-18:1/18:2)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10395
SLM:000099653	Phosphatidylethanolamine (P-18:1/18:2)	GO:0034361	very-low-density lipoprotein particle	9606	Homo sapiens	10396
SLM:000099661	Phosphatidylethanolamine (P-18:1/20:4)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	10403
SLM:000099661	Phosphatidylethanolamine (P-18:1/20:4)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10404
SLM:000099661	Phosphatidylethanolamine (P-18:1/20:4)	GO:0034361	very-low-density lipoprotein particle	9606	Homo sapiens	10405
SLM:000099662	Phosphatidylethanolamine (P-18:1/20:5)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	10400
SLM:000099662	Phosphatidylethanolamine (P-18:1/20:5)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10401
SLM:000099662	Phosphatidylethanolamine (P-18:1/20:5)	GO:0034361	very-low-density lipoprotein particle	9606	Homo sapiens	10402
SLM:000099670	Phosphatidylethanolamine (P-18:1/22:6)	GO:0034364	high-density lipoprotein particle	9606	Homo sapiens	10406
SLM:000099670	Phosphatidylethanolamine (P-18:1/22:6)	GO:0034362	low-density lipoprotein particle	9606	Homo sapiens	10407
SLM:000099670	Phosphatidylethanolamine (P-18:1/22:6)	GO:0034361	very-low-density lipoprotein particle	9606	Homo sapiens	10408
SLM:000104975	Phosphatidylinositol (16:0/16:0)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11324
SLM:000105041	Phosphatidylinositol (16:1/16:1)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11321
SLM:000308245	Triacylglycerol (46:2)	GO:0030496	midbody	9606	Homo sapiens	13909
SLM:000308858	Diacylglycerol (16:0_16:1)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11293
SLM:000308862	Diacylglycerol (16:0_18:1)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11299
SLM:000308890	Diacylglycerol (16:1_16:1)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11292
SLM:000308894	Diacylglycerol (16:1_18:1)	GO:0012510	trans-Golgi network transport vesicle membrane	559292	Saccharomyces cerevisiae S288c	11294
SLM:000392067	Ceramide (d18:0/16:0)	GO:0030496	midbody	9606	Homo sapiens	13902
SLM:000392071	Ceramide (d18:0/18:0)	GO:0030496	midbody	9606	Homo sapiens	13906
SLM:000392078	Ceramide (d18:0/20:0)	GO:0030496	midbody	9606	Homo sapiens	13905
SLM:000392085	Ceramide (d18:0/22:0)	GO:0030496	midbody	9606	Homo sapiens	13904
SLM:000392092	Ceramide (d18:0/24:0)	GO:0030496	midbody	9606	Homo sapiens	13903
SLM:000392149	Ceramide (d18:1/22:0)	GO:0030496	midbody	9606	Homo sapiens	13907
SLM:000392156	Ceramide (d18:1/24:0)	GO:0030496	midbody	9606	Homo sapiens	13908
SLM:000393859	Hexosyl ceramide (d18:1/16:0)	GO:0030496	midbody	9606	Homo sapiens	13897
SLM:000393884	Hexosyl ceramide (d18:1/24:0)	GO:0030496	midbody	9606	Homo sapiens	13898
